timestamp,ping,download,upload,server
2018-02-28T03:40:02.171875Z,55.925,80.73,11.359,TekLinks
2018-02-28T03:50:02.086488Z,50.945,47.082,11.563,TekLinks
2018-02-28T04:00:05.759807Z,49.757,83.288,11.373,TekLinks
2018-02-28T04:10:02.214180Z,54.0,81.434,11.381,TekLinks
2018-02-28T04:20:01.728919Z,320.204,76.733,11.271,TekLinks
2018-02-28T04:30:02.124258Z,682.932,80.628,8.807,TekLinks
2018-02-28T04:40:01.895487Z,53.34,68.676,11.45,TekLinks
2018-02-28T04:50:02.076442Z,51.619,58.699,11.553,TekLinks
2018-02-28T05:00:09.412312Z,271.204,79.548,11.135,TekLinks
2018-02-28T05:10:02.624903Z,54.38,53.026,11.31,TekLinks
2018-02-28T05:20:02.791908Z,50.855,81.364,11.421,TekLinks
2018-02-28T05:30:02.163937Z,54.245,73.066,11.457,TekLinks
2018-02-28T05:40:01.822934Z,92.028,80.084,11.289,TekLinks
2018-02-28T05:50:01.915015Z,52.758,80.741,11.312,TekLinks
2018-02-28T06:00:08.840910Z,51.124,83.305,11.369,TekLinks
2018-02-28T06:10:02.737109Z,52.024,82.094,11.279,TekLinks
2018-02-28T06:20:02.177885Z,51.902,80.265,11.326,TekLinks
2018-02-28T06:30:02.725219Z,196.168,85.819,11.494,TekLinks
2018-02-28T06:40:02.510568Z,54.52,76.343,11.107,TekLinks
2018-02-28T06:50:02.236369Z,53.458,84.258,11.309,TekLinks
2018-02-28T07:00:07.393425Z,489.24,82.774,11.085,TekLinks
2018-02-28T07:10:01.895958Z,53.321,81.34,10.465,TekLinks
2018-02-28T07:20:01.991101Z,52.366,81.939,9.015,TekLinks
2018-02-28T07:30:03.186766Z,51.795,67.825,11.478,TekLinks
2018-02-28T07:40:02.245645Z,54.78,64.203,11.336,TekLinks
2018-02-28T07:50:01.916567Z,49.852,72.884,11.274,TekLinks
2018-02-28T08:00:10.590423Z,51.714,82.577,11.486,TekLinks
2018-02-28T08:10:02.161711Z,54.792,55.416,11.246,TekLinks
2018-02-28T08:20:02.121100Z,51.076,59.008,11.28,TekLinks
2018-02-28T08:30:01.969187Z,441.119,73.935,11.296,TekLinks
2018-02-28T08:40:02.408889Z,49.776,82.384,11.549,TekLinks
2018-02-28T08:50:02.176517Z,53.826,84.344,11.438,TekLinks
2018-02-28T09:00:08.449795Z,50.623,83.895,11.325,TekLinks
2018-02-28T09:10:02.101716Z,52.143,82.864,11.264,TekLinks
2018-02-28T09:20:01.861398Z,50.397,55.882,11.577,TekLinks
2018-02-28T09:30:02.551790Z,376.094,73.036,11.318,TekLinks
2018-02-28T09:40:02.639893Z,50.158,83.968,11.532,TekLinks
2018-02-28T09:50:02.357233Z,55.796,82.209,11.413,TekLinks
2018-02-28T10:00:07.474433Z,50.369,83.878,11.341,TekLinks
2018-02-28T10:10:02.138047Z,54.551,79.996,11.505,TekLinks
2018-02-28T10:20:02.120262Z,50.715,84.677,11.366,TekLinks
2018-02-28T10:30:06.514622Z,53.309,84.306,11.455,TekLinks
2018-02-28T10:40:02.621647Z,460.275,82.858,11.582,TekLinks
2018-02-28T10:50:02.404623Z,50.691,83.773,11.541,TekLinks
2018-02-28T11:00:01.841995Z,530.777,82.885,11.376,TekLinks
2018-02-28T11:10:09.366400Z,591.426,80.127,11.338,TekLinks
2018-02-28T11:20:02.612953Z,221.717,81.302,11.562,TekLinks
2018-02-28T11:30:02.264230Z,524.524,85.636,11.371,TekLinks
2018-02-28T11:40:02.028528Z,50.842,83.112,11.563,TekLinks
2018-02-28T11:50:01.577219Z,54.619,65.616,11.568,TekLinks
2018-02-28T12:00:05.761473Z,51.073,82.835,11.625,TekLinks
2018-02-28T12:10:02.881825Z,53.046,73.082,11.127,TekLinks
2018-02-28T12:20:01.615550Z,51.275,83.73,11.529,TekLinks
2018-02-28T12:30:01.767690Z,51.456,80.813,11.153,TekLinks
2018-02-28T12:40:03.190020Z,52.07,81.025,11.192,TekLinks
2018-02-28T12:50:02.708109Z,251.996,82.218,11.357,TekLinks
2018-02-28T13:00:06.865444Z,52.07,84.01,11.257,TekLinks
2018-02-28T13:10:02.436552Z,53.763,85.294,11.01,TekLinks
2018-02-28T13:20:02.451664Z,52.004,78.93,11.41,TekLinks
2018-02-28T13:30:01.974435Z,51.071,81.414,11.414,TekLinks
2018-02-28T13:40:02.510518Z,53.502,83.208,11.498,TekLinks
2018-02-28T13:50:02.106465Z,53.3,66.444,11.373,TekLinks
2018-02-28T14:00:08.190426Z,52.912,80.992,11.435,TekLinks
2018-02-28T14:10:02.368201Z,50.952,67.301,11.431,TekLinks
2018-02-28T14:20:02.322535Z,49.703,80.328,11.357,TekLinks
2018-02-28T14:30:02.294668Z,52.05,84.247,11.403,TekLinks
2018-02-28T14:40:01.917385Z,59.94,83.912,11.245,TekLinks
2018-02-28T14:50:02.393419Z,56.857,69.193,11.378,TekLinks
2018-02-28T15:00:06.831797Z,50.672,81.903,11.182,TekLinks
2018-02-28T15:10:02.491920Z,56.452,80.116,11.501,TekLinks
2018-02-28T15:20:02.495907Z,50.615,83.429,11.45,TekLinks
2018-02-28T15:30:02.743978Z,54.483,75.789,6.695,TekLinks
2018-02-28T15:40:09.109450Z,49.813,64.958,2.045,TekLinks
2018-02-28T15:50:03.636300Z,53.061,83.636,10.486,TekLinks
2018-02-28T16:00:10.224191Z,49.896,84.111,11.482,TekLinks
2018-02-28T16:10:03.114125Z,50.18,82.918,10.523,TekLinks
2018-02-28T16:20:02.923384Z,52.443,61.992,10.546,TekLinks
2018-02-28T16:30:09.447645Z,51.812,82.47,11.48,TekLinks
2018-02-28T16:40:02.581506Z,54.954,84.315,10.986,TekLinks
2018-02-28T16:50:03.046902Z,55.646,57.55,11.55,TekLinks
2018-02-28T17:00:15.912530Z,50.016,75.086,11.0,TekLinks
2018-02-28T17:10:02.018031Z,49.764,58.293,7.874,TekLinks
2018-02-28T17:20:02.485324Z,53.837,83.459,11.451,TekLinks
2018-02-28T17:30:02.497520Z,61.619,81.323,11.476,TekLinks
2018-02-28T17:40:02.812739Z,53.029,84.127,11.434,TekLinks
2018-02-28T17:50:01.598519Z,54.489,79.22,11.244,TekLinks
2018-02-28T18:00:02.115113Z,68.861,82.989,8.684,TekLinks
2018-02-28T18:10:03.143546Z,52.596,82.943,10.546,TekLinks
2018-02-28T18:20:02.731272Z,52.465,82.178,11.282,TekLinks
2018-02-28T18:30:01.758397Z,64.753,79.218,11.27,TekLinks
2018-02-28T18:40:02.017373Z,57.281,65.005,11.428,TekLinks
2018-02-28T18:50:02.174231Z,50.955,79.248,10.725,TekLinks
2018-02-28T19:00:08.460425Z,49.266,82.862,11.474,TekLinks
2018-02-28T19:10:02.456141Z,47.736,79.053,11.314,TekLinks
2018-02-28T19:20:02.030724Z,55.641,59.93,11.377,TekLinks
2018-02-28T19:30:02.110782Z,484.056,66.532,11.645,TekLinks
2018-02-28T19:40:01.906896Z,215.989,76.794,11.37,TekLinks
2018-02-28T19:50:02.010705Z,52.962,70.083,11.501,TekLinks
2018-02-28T20:00:10.856306Z,48.919,79.673,11.017,TekLinks
2018-02-28T20:10:04.028240Z,436.908,71.625,11.147,TekLinks
2018-02-28T20:20:02.756126Z,55.618,80.399,11.479,TekLinks
2018-02-28T20:30:01.959652Z,59.278,55.392,10.867,TekLinks
2018-02-28T20:40:02.861769Z,388.512,82.983,11.318,TekLinks
2018-02-28T20:50:01.740118Z,225.041,78.289,10.505,TekLinks
2018-02-28T21:00:10.546422Z,49.129,80.866,11.373,TekLinks
2018-02-28T21:10:02.375328Z,51.478,77.493,11.281,TekLinks
2018-02-28T21:20:02.004281Z,51.99,82.703,7.229,TekLinks
2018-02-28T21:30:02.362031Z,66.965,80.343,11.335,TekLinks
2018-02-28T21:40:01.887686Z,49.096,62.2,10.876,TekLinks
2018-02-28T21:50:02.192920Z,49.904,57.441,11.048,TekLinks
2018-02-28T22:00:07.125415Z,50.454,80.996,11.202,TekLinks
2018-02-28T22:10:02.106001Z,53.505,54.142,11.457,TekLinks
2018-02-28T22:20:02.273026Z,53.756,79.651,11.325,TekLinks
2018-02-28T22:30:02.325031Z,541.135,76.992,11.217,TekLinks
2018-02-28T22:40:01.705694Z,48.603,79.804,11.223,TekLinks
2018-02-28T22:50:01.980419Z,48.51,78.227,10.941,TekLinks
2018-02-28T23:00:05.433045Z,51.238,80.267,11.463,TekLinks
2018-02-28T23:10:02.463351Z,50.871,76.525,11.448,TekLinks
2018-02-28T23:20:02.456168Z,52.574,82.689,11.155,TekLinks
2018-02-28T23:30:02.139642Z,303.244,73.402,11.103,TekLinks
2018-02-28T23:40:01.943005Z,51.54,78.159,11.326,TekLinks
2018-02-28T23:50:01.999519Z,48.218,49.008,11.058,TekLinks
2018-03-01T00:00:02.628495Z,64.418,80.542,10.343,TekLinks
2018-03-01T00:10:03.440825Z,51.953,55.424,0.321,TekLinks
2018-03-01T00:20:03.401324Z,55.574,82.477,2.829,TekLinks
2018-03-01T00:30:03.699409Z,375.847,77.507,6.604,TekLinks
2018-03-01T00:40:03.065942Z,48.812,79.472,2.042,TekLinks
2018-03-01T00:50:02.847519Z,51.947,82.786,2.141,TekLinks
2018-03-01T01:00:08.341758Z,51.161,80.599,1.93,TekLinks
2018-03-01T01:10:02.451858Z,53.957,56.109,2.199,TekLinks
2018-03-01T01:20:03.503641Z,50.361,81.153,5.24,TekLinks
2018-03-01T01:30:02.626263Z,580.346,71.824,1.858,TekLinks
2018-03-01T01:40:03.134579Z,49.652,84.301,1.251,TekLinks
2018-03-01T01:50:03.133164Z,50.587,83.572,3.499,TekLinks
2018-03-01T02:00:03.741453Z,509.274,77.983,4.31,TekLinks
2018-03-01T02:10:03.607134Z,50.95,76.933,6.625,TekLinks
2018-03-01T02:20:02.817843Z,53.387,82.292,10.558,TekLinks
2018-03-01T02:30:08.417001Z,56.682,78.884,8.679,TekLinks
2018-03-01T02:40:02.837154Z,665.931,74.056,8.329,TekLinks
2018-03-01T02:50:03.656014Z,51.067,56.421,9.983,TekLinks
2018-03-01T03:00:03.151049Z,53.642,52.633,10.7,TekLinks
2018-03-01T03:10:02.877359Z,52.69,78.102,11.21,TekLinks
2018-03-01T03:20:02.303748Z,51.081,77.812,7.607,TekLinks
2018-03-01T03:30:02.812441Z,436.012,71.221,10.636,TekLinks
2018-03-01T03:40:02.440986Z,54.961,61.337,11.621,TekLinks
2018-03-01T03:50:02.277636Z,63.979,79.03,11.453,TekLinks
2018-03-01T04:00:01.787710Z,57.651,81.243,11.531,TekLinks
2018-03-01T04:10:02.332770Z,51.806,65.364,11.415,TekLinks
2018-03-01T04:20:01.845819Z,51.429,73.39,10.707,TekLinks
2018-03-01T04:30:05.456972Z,160.097,81.448,11.473,TekLinks
2018-03-01T04:40:01.907396Z,55.323,81.24,11.53,TekLinks
2018-03-01T04:50:02.456490Z,54.172,79.489,11.214,TekLinks
2018-03-01T05:00:07.688341Z,54.682,81.07,11.501,TekLinks
2018-03-01T05:10:02.522599Z,51.634,84.634,10.873,TekLinks
2018-03-01T05:20:02.022396Z,49.942,69.037,11.319,TekLinks
2018-03-01T05:30:02.876452Z,52.724,80.147,11.358,TekLinks
2018-03-01T05:40:02.124956Z,51.975,82.151,11.528,TekLinks
2018-03-01T05:50:02.053355Z,56.77,84.249,11.407,TekLinks
2018-03-01T06:00:03.358947Z,363.636,83.957,11.411,TekLinks
2018-03-01T06:10:02.041804Z,51.369,82.336,10.826,TekLinks
2018-03-01T06:20:03.042208Z,54.348,82.129,11.491,TekLinks
2018-03-01T06:30:02.396300Z,51.256,82.344,11.457,TekLinks
2018-03-01T06:40:02.317752Z,54.145,82.806,10.644,TekLinks
2018-03-01T06:50:03.259520Z,55.107,83.356,11.532,TekLinks
2018-03-01T07:00:08.050834Z,56.1,75.46,11.223,TekLinks
2018-03-01T07:10:02.069910Z,545.606,61.738,11.489,TekLinks
2018-03-01T07:20:02.258458Z,52.943,63.979,11.555,TekLinks
2018-03-01T07:30:02.483682Z,59.454,80.764,11.492,TekLinks
2018-03-01T07:40:02.288376Z,49.165,82.09,11.436,TekLinks
2018-03-01T07:50:02.215326Z,52.944,85.541,11.585,TekLinks
2018-03-01T08:00:07.191352Z,50.765,81.58,11.324,TekLinks
2018-03-01T08:10:02.122828Z,50.442,82.043,11.236,TekLinks
2018-03-01T08:20:01.703330Z,52.545,83.925,11.407,TekLinks
2018-03-01T08:30:02.107612Z,166.061,77.192,11.378,TekLinks
2018-03-01T08:40:02.497283Z,50.281,83.306,11.236,TekLinks
2018-03-01T08:50:02.685234Z,49.907,56.916,11.476,TekLinks
2018-03-01T09:00:01.996293Z,689.946,78.929,11.34,TekLinks
2018-03-01T09:10:02.783123Z,54.578,85.807,11.558,TekLinks
2018-03-01T09:20:01.918704Z,50.302,79.671,11.562,TekLinks
2018-03-01T09:30:02.134198Z,50.702,83.293,11.417,TekLinks
2018-03-01T09:40:02.608308Z,48.907,55.071,10.888,TekLinks
2018-03-01T09:50:01.944627Z,244.177,69.831,11.543,TekLinks
2018-03-01T10:00:06.505128Z,60.742,85.588,11.513,TekLinks
2018-03-01T10:10:02.452981Z,50.152,85.74,11.332,TekLinks
2018-03-01T10:20:01.699005Z,57.001,72.783,11.335,TekLinks
2018-03-01T10:30:02.296094Z,378.852,68.542,11.476,TekLinks
2018-03-01T10:40:02.761791Z,49.509,76.479,11.393,TekLinks
2018-03-01T10:50:01.862274Z,50.762,83.937,11.338,TekLinks
2018-03-01T11:00:11.092065Z,54.242,83.163,11.368,TekLinks
2018-03-01T11:10:02.819571Z,151.251,55.954,11.155,TekLinks
2018-03-01T11:20:02.469775Z,50.922,61.993,11.407,TekLinks
2018-03-01T11:30:05.318983Z,60.709,85.162,11.576,TekLinks
2018-03-01T11:40:02.588351Z,53.702,75.054,11.498,TekLinks
2018-03-01T11:50:01.902324Z,49.838,80.758,11.521,TekLinks
2018-03-01T12:00:09.340162Z,50.32,82.0,11.296,TekLinks
2018-03-01T12:10:02.196837Z,56.012,84.818,9.123,TekLinks
2018-03-01T12:20:02.281266Z,54.007,50.196,9.805,TekLinks
2018-03-01T12:30:05.561033Z,50.527,86.117,9.416,TekLinks
2018-03-01T12:40:03.217652Z,56.429,78.243,11.551,TekLinks
2018-03-01T12:50:02.105703Z,53.9,85.459,11.28,TekLinks
2018-03-01T13:00:08.598267Z,325.354,83.778,11.39,TekLinks
2018-03-01T13:10:02.158064Z,53.368,80.278,11.451,TekLinks
2018-03-01T13:20:02.278480Z,52.774,86.395,11.398,TekLinks
2018-03-01T13:30:06.363710Z,73.013,83.317,11.434,TekLinks
2018-03-01T13:40:02.236927Z,56.231,84.084,11.549,TekLinks
2018-03-01T13:50:02.405788Z,51.555,83.873,11.578,TekLinks
2018-03-01T14:00:01.549670Z,50.385,86.629,11.524,TekLinks
2018-03-01T14:10:02.534309Z,48.173,80.653,11.431,TekLinks
2018-03-01T14:20:02.146479Z,51.487,83.105,11.281,TekLinks
2018-03-01T14:30:05.627125Z,51.308,78.921,11.261,TekLinks
2018-03-01T14:40:02.689472Z,51.273,86.15,11.361,TekLinks
2018-03-01T14:50:01.670293Z,49.491,78.577,11.36,TekLinks
2018-03-01T15:00:08.956663Z,50.641,82.302,11.526,TekLinks
2018-03-01T15:10:01.788068Z,49.878,85.283,11.174,TekLinks
2018-03-01T15:20:02.699572Z,52.19,80.763,11.579,TekLinks
2018-03-01T15:30:01.806419Z,57.304,82.041,11.472,TekLinks
2018-03-01T15:40:02.118026Z,50.966,83.352,11.471,TekLinks
2018-03-01T15:50:02.277102Z,48.869,84.383,11.393,TekLinks
2018-03-01T16:00:10.521514Z,52.335,83.526,11.486,TekLinks
2018-03-01T16:10:02.768927Z,50.676,84.074,9.313,TekLinks
2018-03-01T16:20:02.647812Z,48.897,83.872,8.745,TekLinks
2018-03-01T16:30:08.489604Z,165.603,76.316,11.55,TekLinks
2018-03-01T16:40:02.377119Z,52.148,84.524,11.602,TekLinks
2018-03-01T16:50:02.540865Z,49.857,85.004,11.323,TekLinks
2018-03-01T17:00:07.729599Z,116.6,79.826,11.358,TekLinks
2018-03-01T17:10:02.694316Z,54.89,83.99,11.266,TekLinks
2018-03-01T17:20:02.617878Z,52.154,81.958,11.341,TekLinks
2018-03-01T17:30:02.489004Z,62.296,50.677,9.426,TekLinks
2018-03-01T17:40:02.405355Z,52.937,82.758,4.916,TekLinks
2018-03-01T17:50:02.494812Z,56.918,64.653,11.42,TekLinks
2018-03-01T18:00:07.372123Z,87.385,80.411,11.184,TekLinks
2018-03-01T18:10:01.956589Z,52.026,81.398,11.452,TekLinks
2018-03-01T18:20:02.519635Z,54.006,85.004,11.508,TekLinks
2018-03-01T18:30:02.712744Z,52.933,83.064,10.542,TekLinks
2018-03-01T18:40:02.721256Z,52.589,54.252,11.239,TekLinks
2018-03-01T18:50:02.561460Z,49.348,82.465,11.367,TekLinks
2018-03-01T19:00:10.133952Z,51.802,80.987,11.141,TekLinks
2018-03-01T19:10:01.995319Z,50.19,80.672,11.261,TekLinks
2018-03-01T19:20:02.616530Z,49.8,81.116,11.453,TekLinks
2018-03-01T19:30:08.320861Z,182.283,79.998,10.451,TekLinks
2018-03-01T19:40:02.673241Z,51.959,81.766,10.899,TekLinks
2018-03-01T19:50:02.580842Z,231.022,78.545,11.213,TekLinks
2018-03-01T20:00:01.774678Z,53.806,79.244,10.629,TekLinks
2018-03-01T20:10:02.008221Z,56.605,74.353,11.632,TekLinks
2018-03-01T20:20:02.485899Z,57.632,80.386,11.27,TekLinks
2018-03-01T20:30:01.748173Z,398.908,80.89,11.538,TekLinks
2018-03-01T20:40:01.909843Z,54.027,82.717,11.454,TekLinks
2018-03-01T20:50:02.080986Z,48.587,73.687,11.486,TekLinks
2018-03-01T21:00:02.317483Z,588.792,82.107,11.467,TekLinks
2018-03-01T21:10:01.803890Z,51.968,74.565,10.66,TekLinks
2018-03-01T21:20:02.602182Z,52.411,83.419,11.504,TekLinks
2018-03-01T21:30:03.013010Z,52.46,72.952,10.049,TekLinks
2018-03-01T21:40:02.181347Z,49.341,79.932,11.442,TekLinks
2018-03-01T21:50:02.418037Z,51.309,75.293,11.276,TekLinks
2018-03-01T22:00:01.873803Z,49.379,76.673,8.988,TekLinks
2018-03-01T22:10:01.821170Z,50.845,62.806,11.7,TekLinks
2018-03-01T22:20:02.230978Z,53.85,68.151,11.316,TekLinks
2018-03-01T22:30:02.635303Z,50.089,81.067,11.203,TekLinks
2018-03-01T22:40:02.017246Z,52.885,81.623,11.526,TekLinks
2018-03-01T22:50:02.098944Z,55.936,83.09,11.463,TekLinks
2018-03-01T23:00:07.858230Z,49.735,80.269,11.34,TekLinks
2018-03-01T23:10:01.689203Z,51.148,67.409,11.344,TekLinks
2018-03-01T23:20:01.961862Z,51.665,75.318,11.508,TekLinks
2018-03-01T23:30:02.086579Z,325.864,75.617,11.285,TekLinks
2018-03-01T23:40:02.823675Z,49.685,82.321,11.373,TekLinks
2018-03-01T23:50:01.995433Z,53.275,81.09,4.973,TekLinks
2018-03-02T00:00:02.562043Z,268.158,82.545,11.376,TekLinks
2018-03-02T00:10:01.830261Z,48.976,82.605,11.287,TekLinks
2018-03-02T00:20:02.076321Z,50.567,82.331,11.554,TekLinks
2018-03-02T00:30:03.908758Z,54.253,75.604,10.422,TekLinks
2018-03-02T00:40:02.190484Z,53.684,80.286,9.917,TekLinks
2018-03-02T00:50:03.131605Z,52.627,79.003,11.312,TekLinks
2018-03-02T01:00:07.831916Z,249.926,80.221,11.464,TekLinks
2018-03-02T01:10:01.523234Z,51.358,72.898,11.272,TekLinks
2018-03-02T01:20:02.777758Z,52.775,76.739,11.436,TekLinks
2018-03-02T01:30:02.073367Z,56.981,84.159,11.309,TekLinks
2018-03-02T01:40:02.326043Z,53.099,79.359,11.293,TekLinks
2018-03-02T01:50:02.252378Z,55.288,82.607,11.353,TekLinks
2018-03-02T02:00:08.809127Z,51.97,79.44,11.543,TekLinks
2018-03-02T02:10:02.153794Z,242.349,52.575,11.222,TekLinks
2018-03-02T02:20:02.502831Z,51.054,52.427,11.217,TekLinks
2018-03-02T02:30:02.038872Z,689.857,59.145,9.603,TekLinks
2018-03-02T02:40:02.128475Z,53.013,54.312,11.431,TekLinks
2018-03-02T02:50:02.294726Z,54.271,80.682,11.518,TekLinks
2018-03-02T03:00:08.099103Z,56.994,79.309,9.783,TekLinks
2018-03-02T03:10:02.282825Z,51.184,59.393,11.238,TekLinks
2018-03-02T03:20:02.310745Z,57.954,79.858,11.218,TekLinks
2018-03-02T03:30:01.866216Z,54.207,78.307,11.409,TekLinks
2018-03-02T03:40:02.082726Z,56.016,80.69,11.216,TekLinks
2018-03-02T03:50:01.982431Z,51.371,82.753,9.542,TekLinks
2018-03-02T04:00:07.408441Z,50.711,83.646,11.153,TekLinks
2018-03-02T04:10:02.479509Z,50.195,74.019,11.453,TekLinks
2018-03-02T04:20:02.543581Z,49.216,81.868,9.491,TekLinks
2018-03-02T04:30:02.180027Z,50.466,81.889,10.871,TekLinks
2018-03-02T04:40:02.607932Z,50.381,82.837,11.351,TekLinks
2018-03-02T04:50:02.465268Z,52.427,79.945,11.455,TekLinks
2018-03-02T05:00:10.167074Z,48.234,79.273,11.431,TekLinks
2018-03-02T05:10:02.493199Z,407.074,74.292,11.53,TekLinks
2018-03-02T05:20:01.601210Z,52.763,84.131,11.264,TekLinks
2018-03-02T05:30:02.821899Z,66.282,84.871,11.325,TekLinks
2018-03-02T05:40:02.017111Z,49.913,47.565,11.5,TekLinks
2018-03-02T05:50:01.832444Z,54.122,69.324,11.409,TekLinks
2018-03-02T06:00:02.168666Z,422.831,81.222,11.352,TekLinks
2018-03-02T06:10:01.908961Z,51.544,84.263,10.713,TekLinks
2018-03-02T06:20:02.800702Z,50.37,52.202,10.035,TekLinks
2018-03-02T06:30:02.467354Z,58.808,82.253,11.588,TekLinks
2018-03-02T06:40:02.905285Z,54.59,82.426,11.365,TekLinks
2018-03-02T06:50:02.365889Z,51.935,79.887,11.398,TekLinks
2018-03-02T07:00:06.879870Z,51.144,75.959,11.599,TekLinks
2018-03-02T07:10:01.730664Z,54.553,64.615,11.353,TekLinks
2018-03-02T07:20:02.409504Z,49.475,70.901,11.466,TekLinks
2018-03-02T07:30:02.761107Z,51.339,50.063,11.365,TekLinks
2018-03-02T07:40:02.608843Z,53.91,84.838,11.284,TekLinks
2018-03-02T07:50:02.144901Z,50.133,59.274,11.365,TekLinks
2018-03-02T08:00:08.982351Z,832.01,86.396,11.32,TekLinks
2018-03-02T08:10:02.765991Z,53.605,84.609,10.536,TekLinks
2018-03-02T08:20:02.368307Z,48.36,85.463,11.205,TekLinks
2018-03-02T08:30:02.494205Z,68.382,84.826,11.634,TekLinks
2018-03-02T08:40:02.661751Z,639.677,83.997,11.398,TekLinks
2018-03-02T08:50:02.074028Z,53.763,85.18,11.277,TekLinks
2018-03-02T09:00:09.799628Z,50.741,82.662,9.482,TekLinks
2018-03-02T09:10:02.492869Z,52.922,84.791,11.651,TekLinks
2018-03-02T09:20:02.532805Z,56.474,56.05,11.365,TekLinks
2018-03-02T09:30:02.202741Z,195.982,83.033,11.574,TekLinks
2018-03-02T09:40:01.974382Z,49.105,30.669,11.452,TekLinks
2018-03-02T09:50:02.478471Z,48.829,85.217,11.539,TekLinks
2018-03-02T10:00:02.262284Z,50.23,78.508,11.461,TekLinks
2018-03-02T10:10:02.341699Z,50.525,70.712,11.217,TekLinks
2018-03-02T10:20:02.552766Z,49.409,77.355,11.218,TekLinks
2018-03-02T10:30:02.181953Z,308.495,81.29,11.591,TekLinks
2018-03-02T10:40:01.930744Z,50.373,79.566,11.531,TekLinks
2018-03-02T10:50:01.956954Z,49.059,80.435,11.541,TekLinks
2018-03-02T11:00:08.388018Z,51.338,72.154,11.542,TekLinks
2018-03-02T11:10:02.354902Z,49.975,76.799,11.17,TekLinks
2018-03-02T11:20:01.753035Z,52.646,82.632,11.257,TekLinks
2018-03-02T11:30:07.673026Z,50.65,79.738,11.32,TekLinks
2018-03-02T11:40:01.922127Z,49.025,72.041,11.246,TekLinks
2018-03-02T11:50:02.105277Z,50.647,84.557,9.628,TekLinks
2018-03-02T12:00:07.645273Z,153.649,70.431,10.455,TekLinks
2018-03-02T12:10:02.758712Z,50.999,57.747,11.078,TekLinks
